concessionaria,ano_do_pnv_snv,rodovia,sentido,latitude,longitude,km
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.090745,-49.632423,433.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.092495,-49.632929,433.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.094244,-49.633435,433.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.095993,-49.633941,433.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.097742,-49.634447,434.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.099491,-49.634953,434.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.10124,-49.635462,434.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.102989,-49.63597,434.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.104737,-49.636479,434.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.106485,-49.636991,435.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.108219,-49.637561,435.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.109935,-49.638196,435.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.11166,-49.6388,435.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.113391,-49.639383,435.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.11512,-49.639971,436.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.116837,-49.640603,436.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.11856,-49.641213,436.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.120181,-49.642102,436.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.121552,-49.643425,436.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.122593,-49.6451,437.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123262,-49.647003,437.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123515,-49.649032,437.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.12357,-49.651087,437.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123626,-49.653141,437.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123681,-49.655195,438.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123735,-49.65725,438.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.12379,-49.659304,438.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123845,-49.661359,438.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123899,-49.663413,438.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.123963,-49.665467,439.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.124156,-49.667509,439.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.124541,-49.669515,439.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.125078,-49.671477,439.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.125644,-49.673429,439.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.126207,-49.675382,440.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.126769,-49.677335,440.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.127331,-49.679288,440.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.127893,-49.681241,440.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.128451,-49.683196,440.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.128993,-49.685157,441.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.129534,-49.687118,441.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.130076,-49.689079,441.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.130617,-49.691039,441.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.131159,-49.693,441.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.1317,-49.694961,442.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.132221,-49.696929,442.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.132727,-49.698903,442.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.133232,-49.700876,442.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.133738,-49.702849,442.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.134244,-49.704822,443.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.134805,-49.706774,443.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.13559,-49.708625,443.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.136383,-49.710471,443.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.137183,-49.712314,443.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.137987,-49.714154,444.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.138792,-49.715995,444.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.139643,-49.717804,444.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.140824,-49.71935,444.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.14228,-49.720558,444.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.143843,-49.721587,445.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.145411,-49.722604,445.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.14696,-49.723658,445.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.148475,-49.724775,445.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.149985,-49.725902,445.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.151493,-49.727032,446.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.153,-49.728162,446.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.154466,-49.729356,446.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.155698,-49.730855,446.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.156848,-49.732439,446.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.157988,-49.734034,447.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.15911,-49.735644,447.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.160231,-49.737255,447.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.161353,-49.738866,447.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.162474,-49.740477,447.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.163695,-49.741987,448.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.165126,-49.74324,448.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.166579,-49.74446,448.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.168032,-49.745679,448.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.169485,-49.746899,448.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.170949,-49.748101,449.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.172414,-49.749303,449.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.173879,-49.750504,449.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.175348,-49.751699,449.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.176821,-49.752887,449.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.178346,-49.753985,450.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.18,-49.754802,450.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.181759,-49.755248,450.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.183558,-49.755361,450.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.185352,-49.755158,450.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.187131,-49.754811,451.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.188908,-49.754457,451.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.190685,-49.754097,451.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.192463,-49.753738,451.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.194241,-49.753387,451.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.196019,-49.753035,452.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.197797,-49.752684,452.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.199577,-49.752343,452.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.201377,-49.752232,452.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.203134,-49.752658,452.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.204781,-49.753493,453.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.206396,-49.75441,453.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.208017,-49.755315,453.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.209635,-49.756225,453.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.211252,-49.757139,453.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.212893,-49.757995,454.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.214611,-49.758615,454.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.216385,-49.75899,454.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.218166,-49.759325,454.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.219945,-49.759668,454.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.221725,-49.76001,455.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.223514,-49.760276,455.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.225317,-49.760258,455.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.227107,-49.760017,455.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.228852,-49.759498,455.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.23058,-49.758901,456.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.232308,-49.758308,456.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.234036,-49.757715,456.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.235766,-49.75713,456.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.237499,-49.756554,456.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.239234,-49.755986,457.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.240974,-49.755443,457.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.242714,-49.754894,457.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.244448,-49.754326,457.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.246179,-49.75374,457.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.247935,-49.753277,458.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.24973,-49.75325,458.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.251478,-49.75374,458.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.253121,-49.754591,458.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.25469,-49.755607,458.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.256352,-49.756398,459.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.258133,-49.756702,459.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.259929,-49.756609,459.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.261713,-49.756299,459.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.263498,-49.755994,459.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.265281,-49.755674,460.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.267064,-49.755359,460.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.268848,-49.755048,460.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.270636,-49.754772,460.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.272439,-49.754784,460.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.274231,-49.755027,461.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.276023,-49.755266,461.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.277816,-49.755505,461.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.279607,-49.755753,461.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.281397,-49.756016,461.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.283191,-49.756243,462.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.284984,-49.756474,462.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.28676,-49.756827,462.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.288423,-49.757614,462.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.289891,-49.7588,462.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.291088,-49.760337,463.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.292241,-49.761921,463.2
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.293394,-49.763505,463.4
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.294539,-49.765096,463.6
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.295677,-49.766694,463.8
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.296905,-49.768201,464.0
VIA COSTEIRA,2020,BR-101/SC,Crescente,-29.298372,-49.769392,464.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.901532,-48.648891,245.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.903333,-48.649027,245.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.905132,-48.649179,245.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.906932,-48.649318,245.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.908729,-48.64949,245.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.910479,-48.64998,246.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.912224,-48.650497,246.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.913873,-48.651315,246.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.915497,-48.652199,246.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.917123,-48.65308,246.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.918751,-48.653956,247.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.920376,-48.654839,247.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.922002,-48.655717,247.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.923627,-48.6566,247.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.925252,-48.657483,247.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.92688,-48.65836,248.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.928507,-48.659239,248.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.930128,-48.66013,248.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.931759,-48.661,248.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.93338,-48.661891,248.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.935049,-48.662649,249.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.936832,-48.662956,249.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.93857,-48.663477,249.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.940095,-48.66455,249.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.941514,-48.665805,249.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.942935,-48.667058,250.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.944344,-48.668327,250.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.945752,-48.669597,250.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.947202,-48.670806,250.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.948768,-48.671808,250.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.950348,-48.672789,251.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.95193,-48.673766,251.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.953514,-48.674739,251.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.955101,-48.675706,251.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.956693,-48.676661,251.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.958278,-48.677631,252.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.959869,-48.678591,252.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.961564,-48.679277,252.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.963345,-48.679573,252.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.965149,-48.679566,252.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.966953,-48.679522,253.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.968757,-48.679468,253.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.97056,-48.67943,253.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.972364,-48.679383,253.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.974168,-48.679337,253.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.975972,-48.679295,254.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.977776,-48.679244,254.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.97958,-48.679195,254.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.981383,-48.679149,254.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.983187,-48.679099,254.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.984991,-48.679044,255.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.986795,-48.679001,255.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.988583,-48.679197,255.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.990247,-48.679961,255.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.99161,-48.681286,255.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.992844,-48.682769,256.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.994091,-48.684237,256.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.995304,-48.685741,256.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.996627,-48.687119,256.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.998122,-48.688255,256.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-27.999695,-48.689209,257.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.001416,-48.689811,257.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.003004,-48.690776,257.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.004633,-48.691643,257.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.006313,-48.692385,257.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.007973,-48.693181,258.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.009641,-48.693955,258.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.011327,-48.694678,258.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.013111,-48.694892,258.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.014913,-48.694993,258.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.016717,-48.695049,259.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.018509,-48.695238,259.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.020016,-48.696332,259.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.021175,-48.697884,259.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.022265,-48.699505,259.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.02354,-48.700938,260.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.02494,-48.702217,260.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.026574,-48.70307,260.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.028111,-48.704132,260.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.029679,-48.705133,260.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.031254,-48.706123,261.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.032826,-48.707122,261.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.034401,-48.708115,261.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.035982,-48.709093,261.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.037564,-48.710071,261.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.03914,-48.711061,262.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.040719,-48.712046,262.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.042312,-48.712998,262.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.043998,-48.713713,262.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.045728,-48.714292,262.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.047458,-48.714871,263.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.049188,-48.715448,263.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.050919,-48.716022,263.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.052651,-48.716591,263.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.054382,-48.717164,263.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.056144,-48.71756,264.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.057933,-48.717366,264.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.05969,-48.716904,264.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.061442,-48.71642,264.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.063192,-48.715923,264.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.064948,-48.715455,265.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.066696,-48.714952,265.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.068441,-48.714436,265.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.070194,-48.713955,265.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.071953,-48.713499,265.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.073705,-48.713017,266.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.075462,-48.712551,266.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.077218,-48.712085,266.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.078972,-48.71161,266.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.080742,-48.71122,266.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.082533,-48.710976,267.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.084324,-48.710731,267.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.086113,-48.710475,267.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.087909,-48.71028,267.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.089705,-48.710082,267.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.091501,-48.709885,268.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.093236,-48.709353,268.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.094791,-48.708336,268.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.096132,-48.706974,268.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.097519,-48.705676,268.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.099076,-48.704654,269.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.100772,-48.703967,269.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.102539,-48.703557,269.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.104314,-48.703195,269.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.106082,-48.702789,269.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.107849,-48.702379,270.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.109616,-48.701964,270.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.111384,-48.701559,270.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.113141,-48.701098,270.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.114847,-48.700439,270.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.116498,-48.69962,271.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.11815,-48.698799,271.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.119801,-48.697979,271.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.121453,-48.697161,271.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.123105,-48.696344,271.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.124758,-48.695526,272.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.12641,-48.694709,272.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.12806,-48.693884,272.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.12971,-48.693062,272.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.13141,-48.69239,272.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.133195,-48.69213,273.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.134999,-48.692095,273.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.136803,-48.692058,273.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.138607,-48.692023,273.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.140412,-48.692005,273.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.142216,-48.69198,274.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.14402,-48.691948,274.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.145824,-48.691913,274.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.147628,-48.691894,274.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.149432,-48.691909,274.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.151228,-48.6921,275.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.153022,-48.692316,275.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.154816,-48.692532,275.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.15661,-48.692748,275.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.158404,-48.692964,275.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.160198,-48.693181,276.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.161992,-48.693395,276.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.163787,-48.693605,276.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.165582,-48.693815,276.6
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.167376,-48.694029,276.8
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.16917,-48.694245,277.0
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.170964,-48.69446,277.2
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.172758,-48.694675,277.4
VIA COSTEIRA,2020,BR-101/SC,Decrescente,-28.174553,-48.694889,277.6
