concessionaria;ano_do_pnv_snv;uf;rodovia;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;172,130;-25,892229;-49,538869;172,510;-25,893460;-49,542600
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;172,900;-25,894660;-49,545940;173,670;-25,897470;-49,553010
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;173,900;-25,898325;-49,555417;174,940;-25,901010;-49,564690
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;175,200;-25,902235;-49,567245;175,415;-25,903120;-49,569170
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;175,850;-25,905298;-49,572573;176,660;-25,907990;-49,580120
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;177,100;-25,908837;-49,584323;178,220;-25,911920;-49,594320
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;178,700;-25,914991;-49,598166;181,490;-25,923510;-49,621520
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;181,900;-25,926320;-49,624460;184,355;-25,941060;-49,638520
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;185,190;-25,947043;-49,643685;186,160;-25,954380;-49,648910
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;187,170;-25,962227;-49,654030;187,442;-25,964880;-49,655580
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;188,170;-25,970079;-49,658998;190,442;-25,987250;-49,665330
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;190,580;-25,988955;-49,665771;191,500;-25,996720;-49,667770
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;192,320;-26,003557;-49,669632;196,045;-26,031050;-49,687960
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;196,270;-26,032491;-49,689719;198,320;-26,053690;-49,710580
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;198,790;-26,047257;-49,706248;199,640;-26,053650;-49,710280
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;199,950;-26,054306;-49,713415;200,190;-26,054850;-49,715810
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;200,880;-26,056087;-49,722039;201,210;-26,056970;-49,725310
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;201,510;-26,058382;-49,727881;207,410;-26,078110;-49,766580
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;207,643;-26,079251;-49,768590;208,085;-26,080820;-49,770980
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;208,310;-26,082062;-49,773121;211,800;-26,107920;-49,783320
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;0,000;-26,109172;-49,784422;12,730;-26,182916;-49,873579
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;13,700;-26,190891;-49,876607;14,120;-26,194340;-49,877924
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;15,100;-26,202463;-49,881025;15,680;-26,207352;-49,883005
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;16,200;-26,211560;-49,885430;16,580;-26,214590;-49,887180
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;17,670;-26,223240;-49,892247;17,437;-26,221313;-49,891028
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;17,700;-26,223304;-49,892213;17,810;-26,224483;-49,892854
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;18,137;-26,227468;-49,894524;18,435;-26,229603;-49,895925
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;18,930;-26,233686;-49,898278;19,151;-26,235712;-49,899343
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;19,300;-26,236927;-49,900150;19,780;-26,240645;-49,902212
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;20,024;-26,242519;-49,903377;20,685;-26,247905;-49,906318
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;21,500;-26,254220;-49,910132;21,680;-26,255745;-49,910924
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;22,270;-26,261015;-49,914048;22,570;-26,263227;-49,915445
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;23,236;-26,267235;-49,917630;24,060;-26,272664;-49,920676
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;24,100;-26,274095;-49,921578;26,195;-26,287618;-49,936284
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;27,820;-26,297598;-49,947797;28,815;-26,304167;-49,953856
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;29,265;-26,306943;-49,957282;29,695;-26,309614;-49,960265
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;30,017;-26,311479;-49,962473;30,875;-26,316306;-49,969620
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;31,160;-26,317642;-49,972081;31,350;-26,318565;-49,973622
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;31,580;-26,319586;-49,975672;31,755;-26,320454;-49,977129
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;32,468;-26,323742;-49,983299;34,720;-26,334258;-50,002223
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;34,980;-26,335508;-50,004632;35,458;-26,337213;-50,008866
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;35,783;-26,337866;-50,012263;35,460;-26,337208;-50,008928
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;36,585;-26,339591;-50,019843;36,977;-26,340465;-50,023457
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;37,335;-26,341200;-50,027130;37,578;-26,341759;-50,029421
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;37,830;-26,342275;-50,032009;38,220;-26,343133;-50,035452
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;38,422;-26,343565;-50,037703;38,692;-26,344231;-50,040273
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;38,884;-26,344594;-50,042208;39,655;-26,343325;-50,049322
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;40,275;-26,340574;-50,054669;40,665;-26,339181;-50,058179
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;41,205;-26,338470;-50,063685;41,475;-26,338275;-50,066405
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;41,887;-26,337808;-50,070556;42,333;-26,337524;-50,074888
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;42,980;-26,336780;-50,081430;44,022;-26,338307;-50,091326
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;44,430;-26,339980;-50,095077;44,817;-26,341609;-50,098395
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;46,406;-26,351483;-50,109456;48,370;-26,365521;-50,121187
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;49,200;-26,371468;-50,126244;49,565;-26,374159;-50,128414
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;50,650;-26,382236;-50,135302;50,847;-26,383869;-50,136565
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;51,100;-26,384984;-50,137563;51,746;-26,388921;-50,142342
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;51,892;-26,389450;-50,143865;52,670;-26,391866;-50,150986
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;52,900;-26,392532;-50,153086;55,724;-26,390681;-50,181283
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;55,900;-26,389415;-50,182778;56,396;-26,386609;-50,186208
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;56,700;-26,383705;-50,188579;58,179;-26,377922;-50,199142
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;58,309;-26,378092;-50,200441;58,560;-26,378549;-50,202959
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;58,850;-26,378890;-50,205504;61,455;-26,391949;-50,225213
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;61,800;-26,395493;-50,225624;62,134;-26,398099;-50,225767
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;62,400;-26,400517;-50,226029;63,117;-26,404897;-50,226350
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;64,400;-26,418470;-50,227593;65,387;-26,427651;-50,228367
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;65,667;-26,430370;-50,228598;67,539;-26,446983;-50,228117
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;68,100;-26,451924;-50,227913;71,100;-26,478486;-50,232364
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;71,200;-26,480053;-50,232543;71,640;-26,483358;-50,232560
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;71,990;-26,486697;-50,232759;72,940;-26,495157;-50,233087
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;73,600;-26,501660;-50,233449;74,135;-26,505919;-50,232808
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;74,900;-26,511528;-50,227719;75,519;-26,515889;-50,224783
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;76,500;-26,523700;-50,225922;76,948;-26,528457;-50,225925
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;78,500;-26,541631;-50,224681;78,680;-26,544258;-50,224293
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;79,360;-26,550612;-50,223684;79,890;-26,555047;-50,223162
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;80,076;-26,556739;-50,222984;83,017;-26,583197;-50,222955
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;83,645;-26,588769;-50,223751;84,067;-26,592549;-50,224214
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;84,780;-26,598806;-50,225707;86,650;-26,614625;-50,231787
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;87,160;-26,617502;-50,235342;87,725;-26,622310;-50,241020
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;87,886;-26,617564;-50,235317;87,980;-26,617460;-50,235420
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;88,100;-26,623590;-50,242040;88,296;-26,625353;-50,243073
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;88,900;-26,630345;-50,246480;90,380;-26,638782;-50,256966
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;90,500;-26,636965;-50,254878;90,823;-26,641601;-50,260006
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;91,500;-26,646000;-50,264620;92,286;-26,651531;-50,270122
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;92,500;-26,653111;-50,271377;93,133;-26,657804;-50,274955
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;93,800;-26,663217;-50,279184;94,203;-26,665821;-50,281136
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;94,950;-26,671588;-50,285606;95,340;-26,674423;-50,287587
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;95,870;-26,678228;-50,290070;96,795;-26,685806;-50,294083
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;97,100;-26,688309;-50,294420;97,365;-26,690758;-50,294517
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;97,500;-26,692891;-50,294356;97,790;-26,695264;-50,293827
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;98,400;-26,700520;-50,292891;100,425;-26,715091;-50,300042
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;100,780;-26,716342;-50,303222;101,320;-26,719031;-50,307740
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;101,980;-26,724656;-50,310294;102,260;-26,726968;-50,311186
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;102,340;-26,727777;-50,311520;103,725;-26,727000;-50,311200
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;104,190;-26,743940;-50,314500;105,100;-26,751497;-50,317511
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;106,400;-26,754357;-50,321829;106,685;-26,754521;-50,324882
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;106,700;-26,754635;-50,325159;110,418;-26,762623;-50,352187
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;110,685;-26,765537;-50,351493;111,855;-26,775500;-50,348300
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;112,500;-26,781760;-50,346260;112,918;-26,783828;-50,345525
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;113,900;-26,793063;-50,342533;118,615;-26,822834;-50,361426
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;118,800;-26,823365;-50,363192;118,955;-26,823816;-50,364676
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;119,250;-26,824800;-50,368020;119,745;-26,826136;-50,372271
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;120,025;-26,826881;-50,375014;120,915;-26,829500;-50,383400
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;121,100;-26,830110;-50,385550;121,735;-26,833033;-50,390426
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;122,020;-26,835321;-50,391494;122,535;-26,838924;-50,394454
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;122,700;-26,840010;-50,396035;124,118;-26,849335;-50,404780
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;124,300;-26,851200;-50,405283;129,025;-26,881262;-50,428999
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;129,250;-26,884050;-50,430660;129,866;-26,888037;-50,432902
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;130,105;-26,889969;-50,433985;130,630;-26,894245;-50,436107
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;130,750;-26,896167;-50,436185;131,120;-26,898634;-50,436250
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;132,400;-26,909119;-50,441897;138,024;-26,951727;-50,425633
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;138,260;-26,953465;-50,423723;141,050;-26,970750;-50,406020
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;141,100;-26,964864;-50,410910;141,360;-26,973230;-50,402450
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;141,750;-26,975617;-50,399059;142,130;-26,977841;-50,396706
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;142,630;-26,981620;-50,394161;143,430;-26,987988;-50,395285
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;143,560;-26,989548;-50,395542;144,000;-26,992849;-50,396406
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;144,430;-26,994939;-50,400102;146,210;-26,999306;-50,414205
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;146,600;-27,003124;-50,415767;146,625;-27,005265;-50,416542
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;147,041;-27,006130;-50,417336;147,930;-27,013600;-50,420400
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;148,350;-27,017182;-50,422486;148,845;-27,021137;-50,422378
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;148,950;-27,022058;-50,421689;150,190;-27,030224;-50,425591
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;150,750;-27,036173;-50,427055;151,240;-27,039772;-50,427052
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;151,720;-27,044020;-50,426330;153,680;-27,061062;-50,425938
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;154,720;-27,070076;-50,429268;155,600;-27,076996;-50,430685
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;155,900;-27,078310;-50,433302;158,210;-27,091857;-50,448951
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;158,300;-27,092380;-50,449480;159,020;-27,097267;-50,453800
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;159,500;-27,101650;-50,453710;160,165;-27,107035;-50,455693
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;160,500;-27,109630;-50,456380;160,700;-27,111984;-50,456823
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;161,100;-27,115320;-50,457570;162,555;-27,127829;-50,458350
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;162,950;-27,131470;-50,458350;162,865;-27,132837;-50,458528
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;163,650;-27,137650;-50,458870;167,000;-27,166033;-50,465348
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;167,600;-27,172690;-50,463330;170,085;-27,195902;-50,463636
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;170,800;-27,198344;-50,465378;170,845;-27,199252;-50,465626
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;171,400;-27,204065;-50,465772;171,500;-27,208168;-50,466143
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;172,200;-27,211570;-50,465470;174,725;-27,228639;-50,467148
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;174,950;-27,230031;-50,466130;175,197;-27,232146;-50,464468
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;175,350;-27,233450;-50,463950;176,700;-27,243886;-50,460504
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;178,450;-27,257440;-50,449780;182,510;-27,286514;-50,433372
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;182,800;-27,289019;-50,433550;187,000;-27,319609;-50,423612
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;187,300;-27,322772;-50,423004;187,890;-27,330225;-50,425358
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;188,700;-27,334160;-50,426616;189,040;-27,336862;-50,427230
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;189,400;-27,340221;-50,428203;189,820;-27,343613;-50,430137
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;190,034;-27,344983;-50,431729;190,350;-27,347307;-50,433309
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;191,006;-27,353086;-50,434854;191,600;-27,358238;-50,435463
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;191,800;-27,359897;-50,434499;192,108;-27,362332;-50,433652
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;192,300;-27,363900;-50,433360;195,630;-27,395573;-50,425673
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;197,750;-27,410171;-50,418557;199,630;-27,425452;-50,410478
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;200,300;-27,430915;-50,409488;201,120;-27,436555;-50,404968
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;201,800;-27,439568;-50,398311;202,380;-27,443144;-50,395262
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;203,050;-27,449132;-50,396210;204,095;-27,456951;-50,391565
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;204,200;-27,458520;-50,391020;204,750;-27,465478;-50,385975
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;205,450;-27,467971;-50,385094;208,555;-27,493203;-50,373333
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;209,200;-27,497530;-50,368370;214,270;-27,537342;-50,376196
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;214,600;-27,540294;-50,376232;215,285;-27,546104;-50,377012
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;215,800;-27,551200;-50,377110;216,377;-27,555821;-50,376940
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;216,700;-27,559130;-50,376920;223,535;-27,613749;-50,347595
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;224,021;-27,617773;-50,345665;224,374;-27,620739;-50,344466
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;224,400;-27,622575;-50,343596;225,000;-27,625827;-50,342025
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;225,500;-27,630540;-50,340596;226,290;-27,637178;-50,339406
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;226,600;-27,640180;-50,338970;226,870;-27,642554;-50,338496
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;228,100;-27,652700;-50,336830;228,300;-27,655278;-50,336485
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;228,700;-27,659410;-50,336460;229,030;-27,661861;-50,336303
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;230,570;-27,676020;-50,335900;230,825;-27,678063;-50,335656
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;231,300;-27,682660;-50,335330;231,800;-27,686734;-50,334864
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;232,300;-27,691191;-50,335883;234,984;-27,714861;-50,335177
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;235,400;-27,719090;-50,335850;235,748;-27,721596;-50,336202
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;236,350;-27,726933;-50,336244;236,572;-27,729035;-50,336058
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;237,100;-27,733734;-50,335758;237,470;-27,737176;-50,335587
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;238,150;-27,743318;-50,335330;240,700;-27,765834;-50,336254
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;241,400;-27,772495;-50,338429;247,905;-27,818522;-50,373367
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;248,600;-27,824275;-50,378148;251,437;-27,848074;-50,379718
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;251,950;-27,852246;-50,382106;251,820;-27,853998;-50,383117
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;252,447;-27,855911;-50,384909;252,740;-27,857832;-50,386622
AUTOPISTA PLANALTO SUL;2017;SC;BR-116;Principal;Crescente;Sul;Ativo;;253,800;-27,865193;-50,393864;255,700;-27,877911;-50,406205
