concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_de_uso_do_solo;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;21,291;-23,916370;-54,291150;37,500;-23,801840;-54,299400
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;37,501;-23,801840;-54,299400;42,000;-23,771560;-54,276060
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;42,001;-23,771560;-54,276060;75,000;-23,501290;-54,187300
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;75,001;-23,501290;-54,187300;80,000;-23,458310;-54,195520
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;80,001;-23,458310;-54,195520;171,100;-22,870260;-54,603010
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;171,101;-22,870260;-54,603010;172,900;-22,863210;-54,618480
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;172,901;-22,863210;-54,618480;206,500;-22,650350;-54,809210
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;206,501;-22,650350;-54,809210;212,000;-22,603990;-54,816090
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;212,001;-22,603990;-54,816090;250,000;-22,305880;-54,820490
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;250,001;-22,305880;-54,820490;268,000;-22,206740;-54,707790
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;268,001;-22,206740;-54,707790;271,500;-22,186580;-54,681650
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;271,501;-22,186580;-54,681650;273,000;-22,177970;-54,670450
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;273,001;-22,177970;-54,670450;279,500;-22,140240;-54,622240
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;279,501;-22,140240;-54,622240;281,200;-22,130300;-54,609670
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;281,201;-22,130300;-54,609670;283,000;-22,119800;-54,596350
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;283,001;-22,119800;-54,596350;283,800;-22,115170;-54,590450
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;283,801;-22,115170;-54,590450;288,000;-22,083000;-54,569690
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;288,001;-22,083000;-54,569690;288,700;-22,077420;-54,566600
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;288,701;-22,077420;-54,566600;340,832;-21,659520;-54,438130
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;340,833;-21,659520;-54,438130;344,000;-21,640780;-54,424080
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;344,001;-21,640780;-54,424080;362,400;-21,485970;-54,390560
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;362,401;-21,485970;-54,390560;371,500;-21,411680;-54,395100
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;371,501;-21,411680;-54,395100;419,630;-20,994630;-54,506990
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;419,631;-20,994630;-54,506990;423,000;-20,964290;-54,503100
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;423,001;-20,964290;-54,503100;466,000;-20,586320;-54,582510
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;466,001;-20,586320;-54,582510;496,335;-20,355170;-54,522270
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;496,336;-20,355170;-54,522270;525,400;-20,110960;-54,443960
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;525,401;-20,110960;-54,443960;527,135;-20,096580;-54,437280
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;527,136;-20,096580;-54,437280;546,730;-19,933200;-54,365690
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;546,731;-19,933200;-54,365690;550,000;-19,904750;-54,372670
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;550,001;-19,904750;-54,372670;574,835;-19,683990;-54,350400
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;574,836;-19,683990;-54,350400;575,480;-19,678340;-54,350190
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;575,481;-19,678340;-54,350190;612,000;-19,416980;-54,552990
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;612,001;-19,416980;-54,552990;620,000;-19,355320;-54,592450
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;620,001;-19,355320;-54,592450;679,500;-18,924240;-54,835460
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;679,501;-18,924240;-54,835460;685,000;-18,878410;-54,836700
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;685,001;-18,878410;-54,836700;725,000;-18,548390;-54,748740
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;725,001;-18,548390;-54,748740;735,000;-18,464920;-54,713930
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;735,001;-18,464920;-54,713930;837,000;-17,595840;-54,745820
MSVIA;2014;BR-163/MS;Principal;Crescente;Urbano;837,001;-17,595840;-54,745820;838,000;-17,586970;-54,744040
MSVIA;2014;BR-163/MS;Principal;Crescente;Rural;838,001;-17,586970;-54,744040;845,340;-17,521090;-54,739780
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Principal;Crescente/Decrescente;Urbano;0,000;-22,122383;-43,232273;3,250;-22,103002;-43,213791
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;101,900;-21,874067;-42,667611;109,000;-21,900850;-42,723737
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;109,001;-21,900850;-42,723737;131,000;-21,987310;-42,902082
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;131,001;-21,987310;-42,902082;136,000;-22,008060;-42,943579
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;136,001;-22,008060;-42,943579;141,000;-22,030521;-42,981944
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;141,001;-22,030521;-42,981944;144,000;-22,044862;-43,001977
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;144,001;-22,044862;-43,001977;166,600;-22,123191;-43,156577
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;167,400;-22,120885;-43,162194;172,000;-22,123835;-43,202369
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;172,001;-22,123835;-43,202369;175,000;-22,127649;-43,227288
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;175,001;-22,127649;-43,227288;179,000;-22,140893;-43,258512
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;179,001;-22,140893;-43,258512;182,000;-22,142420;-43,283514
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;182,001;-22,142420;-43,283514;184,000;-22,151206;-43,299898
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;184,001;-22,151206;-43,299898;201,000;-22,232664;-43,420316
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;201,001;-22,232664;-43,420316;204,000;-22,251810;-43,433729
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;204,001;-22,251810;-43,433729;250,000;-22,444349;-43,791947
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;250,001;-22,444349;-43,791947;253,000;-22,452725;-43,817686
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;253,001;-22,452725;-43,817686;255,000;-22,453274;-43,832942
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;255,001;-22,453274;-43,832942;257,000;-22,461313;-43,850662
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;257,001;-22,461313;-43,850662;268,000;-22,476254;-43,941954
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;268,001;-22,476254;-43,941954;269,000;-22,478212;-43,950774
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Rural;269,001;-22,478212;-43,950774;279,000;-22,480818;-44,041168
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente/Decrescente;Urbano;279,001;-22,480818;-44,041168;286,400;-22,509609;-44,082038
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Rural;0,000;-20,306654;-49,207742;52,000;-20,727824;-49,338376
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Urbano;52,001;-20,727824;-49,338376;72,000;-20,872524;-49,417274
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Rural;72,001;-20,872524;-49,417274;230,200;-22,085863;-49,901216
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Urbano;255,400;-22,232000;-49,919000;258,000;-22,251566;-49,921369
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Rural;258,001;-22,251566;-49,921369;347,700;-22,996247;-49,905195
TRANSBRASILIANA;2015;Variante/SP;Principal;Crescente;Rural;336,000;-22,910386;-49,889581;338,100;-22,927377;-49,890597
TRANSBRASILIANA;2015;Variante/SP;Principal;Decrescente;Rural;338,100;-22,927377;-49,890597;336,000;-22,910386;-49,889581
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Rural;347,700;-22,996247;-49,905195;258,001;-22,251566;-49,921369
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Urbano;258,000;-22,251566;-49,921369;255,400;-22,232000;-49,919000
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Rural;230,200;-22,085863;-49,901216;72,001;-20,872524;-49,417274
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Urbano;72,000;-20,872524;-49,417274;52,001;-20,727824;-49,338376
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Rural;52,000;-20,727824;-49,338376;0,000;-20,306654;-49,207742
VIA 040;2010;BR-40/DF;Principal;Crescente/Decrescente;Urbano;0,000;-15,977135;-47,989948;8,400;-16,048960;-47,981300
VIA 040;2010;BR-40/GO;Principal;Crescente/Decrescente;Urbano;0,000;-16,049207;-47,981338;26,000;-16,259707;-47,894911
VIA 040;2010;BR-40/GO;Principal;Crescente/Decrescente;Rural;26,001;-16,259707;-47,894911;28,000;-16,270987;-47,878222
VIA 040;2010;BR-40/GO;Principal;Crescente/Decrescente;Urbano;28,001;-16,270987;-47,878222;32,000;-16,291395;-47,852583
VIA 040;2010;BR-40/GO;Principal;Crescente;Rural;32,001;-16,291395;-47,852583;61,400;-16,537945;-47,798579
VIA 040;2010;BR-40/GO;Principal;Decrescente;Rural;32,001;-16,291395;-47,852583;95,000;-16,749006;-47,608811
VIA 040;2010;BR-40/GO;Principal;Crescente;Urbano;61,401;-16,537945;-47,798579;62,100;-16,541963;-47,794252
VIA 040;2010;BR-40/GO;Principal;Crescente;Rural;62,101;-16,541963;-47,794252;95,000;-16,749006;-47,608811
VIA 040;2010;BR-40/GO;Principal;Crescente/Decrescente;Urbano;95,001;-16,749006;-47,608811;99,000;-16,779270;-47,585220
VIA 040;2010;BR-40/GO;Principal;Crescente/Decrescente;Rural;99,001;-16,779270;-47,585220;156,600;-17,034556;-47,162465
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Rural;0,000;-17,034534;-47,162202;38,000;-17,210619;-46,899251
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Urbano;38,001;-17,210619;-46,899251;45,000;-17,236131;-46,844366
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Rural;45,001;-17,236131;-46,844366;126,000;-17,689997;-46,317710
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Urbano;126,001;-17,689997;-46,317710;127,200;-17,697699;-46,309171
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;127,201;-17,697699;-46,309171;130,000;-17,706480;-46,284099
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;127,201;-17,697699;-46,309171;129,000;-17,704251;-46,294423
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;129,001;-17,704251;-46,294423;130,000;-17,706480;-46,284099
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;130,001;-17,706480;-46,284099;142,100;-17,741994;-46,184891
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;130,001;-17,706480;-46,284099;141,300;-17,736233;-46,190261
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;141,301;-17,736233;-46,190261;144,600;-17,752024;-46,168593
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;142,101;-17,741994;-46,184891;144,000;-17,749465;-46,170500
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;144,601;-17,752024;-46,168593;224,500;-17,983770;-45,611870
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;224,501;-17,983770;-45,611870;226,000;-17,992516;-45,601282
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;144,001;-17,749465;-46,170500;272,000;-18,185650;-45,259009
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;226,001;-17,992516;-45,601282;272,000;-18,185650;-45,259009
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Urbano;272,001;-18,185650;-45,259009;283,000;-18,250788;-45,191357
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Rural;283,001;-18,250788;-45,191357;443,500;-19,287689;-44,413563
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Urbano;443,501;-19,287689;-44,413563;443,800;-19,288431;-44,411501
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Rural;443,801;-19,288431;-44,411501;451,450;-19,329468;-44,363468
VIA 040;2010;BR-40/MG;Principal;Crescente/Decrescente;Urbano;451,451;-19,329468;-44,363468;452,300;-19,336609;-44,359543
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;452,301;-19,336609;-44,359543;466,000;-19,443269;-44,325657
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;466,001;-19,443269;-44,325657;467,200;-19,451246;-44,316242
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;452,301;-19,336609;-44,359543;472,900;-19,479100;-44,286663
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;472,901;-19,479100;-44,286663;473,100;-19,489843;-44,280302
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;467,201;-19,451246;-44,316242;484,800;-19,578990;-44,229433
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;484,801;-19,578990;-44,229433;486,000;-19,590462;-44,227248
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;473,101;-19,489843;-44,280302;497,000;-19,677863;-44,188531
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;486,001;-19,590462;-44,227248;498,600;-19,690120;-44,179645
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;498,601;-19,690120;-44,179645;544,000;-20,000016;-43,964219
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;497,001;-19,677734;-44,188806;544,000;-20,000016;-43,964219
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;544,001;-20,000016;-43,964219;551,500;-20,058379;-43,976317
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;551,501;-20,058379;-43,976317;554,000;-20,079083;-43,981334
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;554,001;-20,079083;-43,981334;601,500;-20,437412;-43,845864
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;544,001;-20,000016;-43,964219;551,500;-20,058379;-43,976317
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;551,501;-20,058379;-43,976317;552,100;-20,063933;-43,978737
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;552,101;-20,063933;-43,978737;554,600;-20,083970;-43,977211
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;554,601;-20,083970;-43,977211;560,600;-20,136133;-43,962367
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;560,601;-20,136133;-43,962367;569,000;-20,205383;-43,973931
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;569,001;-20,205383;-43,973931;572,000;-20,231192;-43,968686
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;572,001;-20,231192;-43,968686;611,670;-20,517197;-43,836287
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;601,501;-20,437412;-43,845864;603,300;-20,450342;-43,841140
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;603,301;-20,450342;-43,841140;609,600;-20,502842;-43,838823
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;609,601;-20,502842;-43,838823;613,000;-20,526552;-43,826752
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;611,671;-20,517197;-43,836287;613,000;-20,526552;-43,826752
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;613,001;-20,526552;-43,826752;616,600;-20,554344;-43,814340
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;613,001;-20,526552;-43,826752;619,000;-20,574855;-43,813339
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;616,601;-20,554344;-43,814340;619,000;-20,574855;-43,813339
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;619,001;-20,574855;-43,813339;619,730;-20,579777;-43,807327
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;619,001;-20,574855;-43,813339;621,000;-20,590649;-43,805225
VIA 040;2010;BR-40/MG;Principal;Decrescente;Rural;619,731;-20,579777;-43,807327;621,000;-20,590649;-43,805225
VIA 040;2010;BR-40/MG;Principal;Decrescente;Urbano;621,001;-20,590649;-43,805225;622,600;-20,603900;-43,807678
VIA 040;2010;BR-40/MG;Principal;Crescente;Urbano;621,001;-20,590649;-43,805225;621,300;-20,594367;-43,804268
VIA 040;2010;BR-40/MG;Principal;Crescente;Rural;621,301;-20,594367;-43,804268;625,900;-20,630547;-43,810901
