concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,201;-12,905397;-38,455558;619,300;-12,906114;-38,456124
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,301;-12,906114;-38,456124;619,400;-12,906952;-38,456627
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,401;-12,906952;-38,456627;619,500;-12,907736;-38,457122
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,501;-12,907736;-38,457122;619,600;-12,911219;-38,458511
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,601;-12,911219;-38,458511;619,700;-12,912038;-38,458947
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,701;-12,912038;-38,458947;619,800;-12,912879;-38,459377
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,801;-12,912879;-38,459377;619,900;-12,913711;-38,459872
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;619,901;-12,913711;-38,459872;620,000;-12,914524;-38,460347
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,001;-12,914524;-38,460347;620,100;-12,915180;-38,461083
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,101;-12,915180;-38,461083;620,200;-12,915886;-38,461676
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,201;-12,915886;-38,461676;620,300;-12,916604;-38,462366
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,301;-12,916604;-38,462366;620,400;-12,917280;-38,462985
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,401;-12,917280;-38,462985;620,500;-12,917952;-38,463668
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,501;-12,917952;-38,463668;620,600;-12,918625;-38,464338
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,601;-12,918625;-38,464338;620,700;-12,919291;-38,464981
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,701;-12,919291;-38,464981;620,800;-12,920017;-38,465648
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,801;-12,920017;-38,465648;620,900;-12,920642;-38,466376
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;620,901;-12,920642;-38,466376;621,000;-12,921223;-38,466965
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,101;-12,955050;-38,470968;625,200;-12,955938;-38,471218
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,201;-12,955938;-38,471218;625,300;-12,956830;-38,471529
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,301;-12,956830;-38,471529;625,400;-12,957713;-38,471835
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,401;-12,957713;-38,471835;625,500;-12,958586;-38,472246
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,501;-12,958586;-38,472246;625,600;-12,959360;-38,472798
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,601;-12,959360;-38,472798;625,700;-12,960044;-38,473453
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,701;-12,960044;-38,473453;625,800;-12,960674;-38,474078
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Faixa de segurança;625,801;-12,960674;-38,474078;625,900;-12,961122;-38,474724
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;426,201;-12,269882;-38,991511;426,300;-12,270426;-38,992126
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;426,301;-12,270426;-38,992126;426,400;-12,270995;-38,992587
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;428,751;-12,287531;-39,003469;428,850;-12,287586;-39,004391
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;428,851;-12,287586;-39,004391;428,950;-12,287664;-39,005329
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;428,951;-12,287664;-39,005329;429,050;-12,287724;-39,006244
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,051;-12,287724;-39,006244;429,150;-12,287786;-39,007154
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,151;-12,287786;-39,007154;429,250;-12,287878;-39,008074
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,251;-12,287878;-39,008074;429,350;-12,287922;-39,008980
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,351;-12,287922;-39,008980;429,450;-12,287983;-39,009883
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,451;-12,287983;-39,009883;429,550;-12,288012;-39,010816
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,551;-12,288012;-39,010816;429,650;-12,288129;-39,011741
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;429,651;-12,288129;-39,011741;429,750;-12,288342;-39,012561
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;447,901;-12,386039;-39,137772;448,000;-12,386507;-39,138572
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,001;-12,386507;-39,138572;448,100;-12,386900;-39,139407
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,101;-12,386900;-39,139407;448,200;-12,387307;-39,140215
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,201;-12,387307;-39,140215;448,300;-12,387718;-39,141032
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,301;-12,387718;-39,141032;448,400;-12,388148;-39,141836
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,401;-12,388148;-39,141836;448,500;-12,388584;-39,142652
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,501;-12,388584;-39,142652;448,600;-12,388997;-39,143461
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,601;-12,388997;-39,143461;448,700;-12,389440;-39,144273
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,701;-12,389440;-39,144273;448,800;-12,389933;-39,145054
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;448,801;-12,389933;-39,145054;448,900;-12,390447;-39,145844
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,101;-12,438242;-39,226467;459,200;-12,438671;-39,227266
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,201;-12,438671;-39,227266;459,300;-12,439071;-39,228085
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,301;-12,439071;-39,228085;459,400;-12,439495;-39,228902
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,401;-12,439495;-39,228902;459,500;-12,439912;-39,229723
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,501;-12,439912;-39,229723;459,600;-12,440321;-39,230547
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;459,601;-12,440321;-39,230547;459,700;-12,440620;-39,231038
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;460,601;-12,443836;-39,237546;460,700;-12,444237;-39,238363
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;460,701;-12,444237;-39,238363;460,800;-12,444644;-39,239173
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;460,801;-12,444644;-39,239173;460,900;-12,445085;-39,239992
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;460,901;-12,445085;-39,239992;461,000;-12,445478;-39,240826
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,001;-12,445478;-39,240826;461,100;-12,445883;-39,241671
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,101;-12,445883;-39,241671;461,200;-12,446259;-39,242516
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,201;-12,446259;-39,242516;461,300;-12,446716;-39,243334
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,301;-12,446716;-39,243334;461,400;-12,447114;-39,244125
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,401;-12,447114;-39,244125;461,500;-12,447528;-39,244983
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,501;-12,447528;-39,244983;461,600;-12,447939;-39,245786
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,601;-12,447939;-39,245786;461,700;-12,448329;-39,246610
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,701;-12,448329;-39,246610;461,800;-12,448725;-39,247438
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;461,801;-12,448725;-39,247438;461,900;-12,449055;-39,247863
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,251;-12,454947;-39,260031;463,350;-12,455421;-39,260855
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,351;-12,455421;-39,260855;463,450;-12,455848;-39,261690
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,451;-12,455848;-39,261690;463,550;-12,456322;-39,262472
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,551;-12,456322;-39,262472;463,650;-12,456659;-39,263317
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,651;-12,456659;-39,263317;463,750;-12,457069;-39,264154
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,751;-12,457069;-39,264154;463,850;-12,457504;-39,264974
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,851;-12,457504;-39,264974;463,950;-12,457895;-39,265796
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;463,951;-12,457895;-39,265796;464,050;-12,458312;-39,266611
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,051;-12,458312;-39,266611;464,150;-12,458735;-39,267431
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,151;-12,458735;-39,267431;464,250;-12,459145;-39,268247
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,251;-12,459145;-39,268247;464,350;-12,459555;-39,269073
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,351;-12,459555;-39,269073;464,450;-12,459957;-39,269886
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,451;-12,459957;-39,269886;464,550;-12,460385;-39,270705
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,551;-12,460385;-39,270705;464,650;-12,460809;-39,271524
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,651;-12,460809;-39,271524;464,750;-12,461216;-39,272349
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,751;-12,461216;-39,272349;464,850;-12,461647;-39,273173
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;464,851;-12,461647;-39,273173;464,950;-12,461975;-39,273964
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;472,751;-12,493781;-39,338198;472,850;-12,494218;-39,339045
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;472,851;-12,494218;-39,339045;472,950;-12,494606;-39,339753
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;494,551;-12,581171;-39,517139;494,650;-12,581478;-39,517998
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;494,651;-12,581478;-39,517998;494,750;-12,581807;-39,518853
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;494,751;-12,581807;-39,518853;494,850;-12,582210;-39,519693
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;494,851;-12,582210;-39,519693;494,950;-12,582599;-39,520432
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;501,201;-12,611780;-39,566993;501,300;-12,612236;-39,567784
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;501,301;-12,612236;-39,567784;501,400;-12,612634;-39,568598
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;501,401;-12,612634;-39,568598;501,500;-12,613068;-39,569403
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;501,501;-12,613068;-39,569403;501,600;-12,613503;-39,570110
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;521,301;-12,704657;-39,721450;521,400;-12,705037;-39,722284
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;521,401;-12,705037;-39,722284;521,500;-12,705419;-39,723086
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;521,501;-12,705419;-39,723086;521,600;-12,705778;-39,723898
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;521,601;-12,705778;-39,723898;521,700;-12,706242;-39,724814
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;545,901;-12,866356;-39,855557;546,000;-12,867256;-39,855709
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,001;-12,867256;-39,855709;546,100;-12,868158;-39,855876
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,101;-12,868158;-39,855876;546,200;-12,869061;-39,856053
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,201;-12,869061;-39,856053;546,300;-12,869955;-39,856245
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,301;-12,869955;-39,856245;546,400;-12,870847;-39,856391
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,401;-12,870847;-39,856391;546,500;-12,871748;-39,856515
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,501;-12,871748;-39,856515;546,600;-12,872642;-39,856680
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,601;-12,872642;-39,856680;546,700;-12,873516;-39,856837
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,701;-12,873516;-39,856837;546,800;-12,874415;-39,856974
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,801;-12,874415;-39,856974;546,900;-12,875305;-39,857150
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;546,901;-12,875305;-39,857150;547,000;-12,876188;-39,857344
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;547,001;-12,876188;-39,857344;547,100;-12,877084;-39,857506
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;547,101;-12,877084;-39,857506;547,200;-12,877962;-39,857690
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;547,201;-12,877962;-39,857690;547,300;-12,878862;-39,857857
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;547,301;-12,878862;-39,857857;547,400;-12,879826;-39,857996
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;573,901;-13,069817;-39,961089;574,000;-13,070729;-39,961219
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,001;-13,070729;-39,961219;574,100;-13,071649;-39,961305
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,101;-13,071649;-39,961305;574,200;-13,072549;-39,961377
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,201;-13,072549;-39,961377;574,300;-13,073476;-39,961451
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,301;-13,073476;-39,961451;574,400;-13,074351;-39,961552
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,401;-13,074351;-39,961552;574,500;-13,075264;-39,961607
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,501;-13,075264;-39,961607;574,600;-13,076161;-39,961702
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,601;-13,076161;-39,961702;574,700;-13,077049;-39,961785
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;574,701;-13,077049;-39,961785;574,800;-13,077881;-39,961819
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;598,951;-13,227739;-40,018158;599,050;-13,228529;-40,017524
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;599,051;-13,228529;-40,017524;599,150;-13,229108;-40,017234
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;599,801;-13,235245;-40,017755;599,900;-13,236087;-40,017997
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;599,901;-13,236087;-40,017997;600,000;-13,237033;-40,018096
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;600,001;-13,237033;-40,018096;600,100;-13,237756;-40,018089
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;604,201;-13,273114;-40,014545;604,300;-13,274076;-40,014623
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;604,301;-13,274076;-40,014623;604,400;-13,274780;-40,014702
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;631,601;-13,508470;-40,054506;631,700;-13,509279;-40,054925
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;631,701;-13,509279;-40,054925;631,800;-13,510103;-40,055305
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;631,801;-13,510103;-40,055305;631,900;-13,510947;-40,055677
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;631,901;-13,510947;-40,055677;632,000;-13,511784;-40,056028
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,001;-13,511784;-40,056028;632,100;-13,512611;-40,056395
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,101;-13,512611;-40,056395;632,200;-13,513453;-40,056756
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,201;-13,513453;-40,056756;632,300;-13,514287;-40,057128
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,301;-13,514287;-40,057128;632,400;-13,515125;-40,057494
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,401;-13,515125;-40,057494;632,500;-13,515954;-40,057858
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,501;-13,515954;-40,057858;632,600;-13,516783;-40,058213
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,601;-13,516783;-40,058213;632,700;-13,517588;-40,058569
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,701;-13,517588;-40,058569;632,800;-13,518433;-40,058936
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,801;-13,518433;-40,058936;632,900;-13,519253;-40,059296
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;632,901;-13,519253;-40,059296;633,000;-13,520073;-40,059645
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;633,001;-13,520073;-40,059645;633,100;-13,520910;-40,059996
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;633,101;-13,520910;-40,059996;633,200;-13,521729;-40,060256
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,101;-13,852039;-40,114178;672,200;-13,852947;-40,114236
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,201;-13,852947;-40,114236;672,300;-13,853865;-40,114148
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,301;-13,853865;-40,114148;672,400;-13,854765;-40,114056
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,401;-13,854765;-40,114056;672,500;-13,855693;-40,114005
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,501;-13,855693;-40,114005;672,600;-13,856581;-40,113920
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,601;-13,856581;-40,113920;672,700;-13,857480;-40,113813
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,701;-13,857480;-40,113813;672,800;-13,858393;-40,113727
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,801;-13,858393;-40,113727;672,900;-13,859316;-40,113663
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;672,901;-13,859316;-40,113663;673,000;-13,860211;-40,113600
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;673,001;-13,860211;-40,113600;673,100;-13,861100;-40,113508
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;673,101;-13,861100;-40,113508;673,200;-13,862004;-40,113349
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;673,201;-13,862004;-40,113349;673,300;-13,862763;-40,113189
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,051;-14,143378;-40,241825;709,150;-14,144108;-40,242370
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,151;-14,144108;-40,242370;709,250;-14,144908;-40,242808
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,251;-14,144908;-40,242808;709,350;-14,145702;-40,243251
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,351;-14,145702;-40,243251;709,450;-14,146507;-40,243677
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,451;-14,146507;-40,243677;709,550;-14,147297;-40,244108
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,551;-14,147297;-40,244108;709,650;-14,148100;-40,244530
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,651;-14,148100;-40,244530;709,750;-14,148901;-40,244971
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,751;-14,148901;-40,244971;709,850;-14,149691;-40,245404
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,851;-14,149691;-40,245404;709,950;-14,150481;-40,245832
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;709,951;-14,150481;-40,245832;710,050;-14,151286;-40,246264
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;710,051;-14,151286;-40,246264;710,150;-14,152101;-40,246658
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;710,151;-14,152101;-40,246658;710,250;-14,152878;-40,246999
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;740,501;-14,397911;-40,354026;740,600;-14,398688;-40,354233
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;740,601;-14,398688;-40,354233;740,700;-14,399517;-40,354345
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,001;-14,521414;-40,374317;757,100;-14,522006;-40,375001
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,101;-14,522006;-40,375001;757,200;-14,522641;-40,375650
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,201;-14,522641;-40,375650;757,300;-14,523295;-40,376301
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,301;-14,523295;-40,376301;757,400;-14,523929;-40,376951
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,401;-14,523929;-40,376951;757,500;-14,524603;-40,377579
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,501;-14,524603;-40,377579;757,600;-14,525262;-40,378215
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,601;-14,525262;-40,378215;757,700;-14,525930;-40,378847
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,701;-14,525930;-40,378847;757,800;-14,526589;-40,379497
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,801;-14,526589;-40,379497;757,900;-14,527233;-40,380158
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;757,901;-14,527233;-40,380158;758,000;-14,527928;-40,380803
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,001;-14,527928;-40,380803;758,100;-14,528581;-40,381439
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,101;-14,528581;-40,381439;758,200;-14,529231;-40,382107
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,201;-14,529231;-40,382107;758,300;-14,529863;-40,382764
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,301;-14,529863;-40,382764;758,400;-14,530504;-40,383418
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,401;-14,530504;-40,383418;758,500;-14,531065;-40,384156
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,501;-14,531065;-40,384156;758,600;-14,531729;-40,384829
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,601;-14,531729;-40,384829;758,700;-14,532368;-40,385469
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,701;-14,532368;-40,385469;758,800;-14,533101;-40,386022
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;758,801;-14,533101;-40,386022;758,900;-14,533862;-40,386629
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;776,901;-14,669467;-40,472348;777,000;-14,669574;-40,473267
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,001;-14,669574;-40,473267;777,100;-14,669783;-40,474180
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,101;-14,669783;-40,474180;777,200;-14,669993;-40,475085
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,201;-14,669993;-40,475085;777,300;-14,670191;-40,475992
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,301;-14,670191;-40,475992;777,400;-14,670395;-40,476896
