concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Acostamento;37,700;-25,147360;-48,858874;31,260;-25,108365;-48,830125
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Acostamento;30,000;-25,108336;-48,818152;28,000;-25,111122;-48,802120
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Acostamento;27,300;-25,109904;-48,795749;26,200;-25,109745;-48,786098
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Acostamento;25,600;-25,111606;-48,780735;25,360;-25,111677;-48,778358
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Acostamento;24,700;-25,111875;-48,771786;0,000;-25,060038;-48,562347
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;569,100;-25,059796;-48,561727;566,600;-25,050587;-48,549410
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;565,780;-25,047149;-48,544449;560,800;-25,019606;-48,515071
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;558,800;-25,005731;-48,507804;552,300;-24,968726;-48,483912
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;552,000;-24,967641;-48,481194;549,200;-24,966428;-48,460238
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;548,200;-24,967389;-48,452491;356,500;-24,095512;-47,255914
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;343,500;-24,028252;-47,175456;342,500;-24,020458;-47,171594
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;336,450;-23,978558;-47,144752;311,400;-23,876979;-46,967722
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;303,740;-23,825505;-46,925705;302,700;-23,817883;-46,924187
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Acostamento;299,000;-23,789620;-46,914224;271,400;-23,610972;-46,774641
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Decrescente;Terceira faixa;981,925;-10,639870;-55,134000;980,660;-10,650100;-55,130300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;1106,615;-9,648820;-54,872500;1106,570;-9,632300;-54,882700
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Decrescente;Terceira faixa;1111,540;-9,600870;-54,891300;1109,280;-9,604370;-54,877000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;1112,100;-9,597000;-54,894700;1113,618;-9,587730;-54,895900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;970,260;-10,728850;-55,133300;971,510;-10,719440;-55,127500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;1077,310;-9,860820;-54,880200;1078,170;-9,853480;-54,881500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;1086,990;-9,785700;-54,910200;1087,620;-9,781170;-54,907500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Terceira faixa;1088,100;-9,778510;-54,904000;1088,730;-9,773270;-54,901500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;24,100;-9,364560;-54,854300;25,150;-9,355870;-54,850300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;26,860;-9,341950;-54,844000;27,850;-9,333460;-54,841000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;29,100;-9,322200;-54,840100;30,150;-9,313010;-54,837400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;31,700;-9,299620;-54,833400;32,950;-9,288490;-54,833400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;37,700;-9,250230;-54,841000;39,150;-9,242060;-54,851300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;44,050;-9,207110;-54,878500;44,970;-9,199780;-54,882400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;46,340;-9,187710;-54,885200;47,690;-9,175850;-54,888000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;60,670;-9,064830;-54,914100;61,050;-9,060480;-54,913800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;67,680;-9,027630;-54,958100;68,180;-9,024540;-54,962600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;72,860;-8,986320;-54,976600;73,550;-8,980240;-54,977800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;75,000;-8,967420;-54,980400;75,470;-8,963180;-54,981200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;76,500;-8,953950;-54,983100;77,350;-8,946400;-54,984500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;84,400;-8,888460;-54,983100;85,090;-8,884310;-54,978300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;92,020;-8,817970;-54,970400;93,600;-8,812980;-54,972000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;357,740;-6,655160;-55,499700;358,500;-6,648960;-55,499800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;362,400;-6,617680;-55,500200;362,950;-6,614330;-55,503400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;366,900;-6,581400;-55,516500;367,320;-6,578080;-55,518400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;367,780;-6,574590;-55,520600;368,340;-6,570270;-55,523300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;413,500;-6,191290;-55,628700;414,150;-6,185900;-55,630500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;423,400;-6,112060;-55,617100;424,350;-6,104510;-55,620200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;430,850;-6,072260;-55,661800;431,760;-6,065620;-55,666600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;450,360;-5,912610;-55,709200;450,850;-5,908220;-55,709200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;477,540;-5,677440;-55,760900;478,400;-5,671230;-55,765100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;478,900;-5,669790;-55,769300;479,500;-5,667600;-55,774200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;495,380;-5,539660;-55,827500;495,940;-5,535040;-55,829500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;496,420;-5,531780;-55,832100;496,880;-5,527790;-55,833300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;498,160;-5,516470;-55,835100;498,660;-5,511980;-55,834800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;507,820;-5,452780;-55,874800;508,340;-5,449220;-55,877100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;516,520;-5,382190;-55,886500;517,120;-5,377420;-55,887800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;545,540;-5,217350;-56,054100;546,080;-5,214730;-56,049900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;567,140;-5,073020;-56,154000;567,620;-5,069790;-56,156800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;576,600;-5,007060;-56,178500;578,160;-4,998480;-56,186200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;597,080;-4,858240;-56,162800;597,540;-4,855140;-56,160100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;598,160;-4,849670;-56,158700;599,000;-4,845380;-56,152900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;599,580;-4,843400;-56,148100;600,240;-4,841720;-56,142400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;612,140;-4,762400;-56,088300;612,840;-4,758660;-56,083200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;615,080;-4,747200;-56,067400;615,940;-4,744200;-56,060300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;617,500;-4,735490;-56,049800;618,380;-4,733850;-56,043800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;620,340;-4,724120;-56,030000;620,940;-4,721470;-56,025300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Terceira faixa;648,200;-4,533130;-55,892700;649,280;-4,529340;-55,883900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;646,160;-4,544150;-55,907000;645,120;-4,548580;-55,915100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;643,060;-4,565730;-55,926300;642,470;-4,570950;-55,926800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;628,840;-4,678660;-55,973900;627,650;-4,688320;-55,978800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;621,600;-4,719970;-56,019700;620,980;-4,721240;-56,025000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;620,300;-4,724290;-56,030400;619,340;-4,728480;-56,037900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;617,420;-4,736150;-56,050100;616,420;-4,741600;-56,056800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;614,020;-4,752130;-56,075500;613,480;-4,753840;-56,080100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;610,320;-4,770760;-56,101300;609,740;-4,771090;-56,106100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;606,900;-4,790100;-56,121000;605,960;-4,798570;-56,120100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;587,940;-4,927120;-56,198700;587,380;-4,931610;-56,200700
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;518,340;-5,367080;-55,891200;517,800;-5,371480;-55,889200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;508,660;-5,446380;-55,877300;508,300;-5,449590;-55,877200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;497,200;-5,524960;-55,834000;496,800;-5,528480;-55,833200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;487,320;-5,607260;-55,806700;486,820;-5,610390;-55,803400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;483,040;-5,641670;-55,791700;482,540;-5,645620;-55,789500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;480,320;-5,662630;-55,779700;479,380;-5,668320;-55,773400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;444,370;-5,966420;-55,698000;443,800;-5,970870;-55,695600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;433,200;-6,054620;-55,672300;431,760;-6,065680;-55,666600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;429,770;-6,080930;-55,657500;428,800;-6,088750;-55,653400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;398,000;-6,313820;-55,588000;397,400;-6,319020;-55,586100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;363,340;-6,610960;-55,504500;362,820;-6,615230;-55,502700
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;358,900;-6,646030;-55,502000;358,380;-6,649800;-55,499300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;105,500;-8,723990;-54,977900;103,600;-8,730500;-54,977900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;76,300;-8,955740;-54,982800;75,360;-8,964180;-54,981100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;74,830;-8,968890;-54,980100;74,370;-8,972980;-54,979300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;71,800;-8,995730;-54,974800;70,970;-9,003120;-54,973300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;65,110;-9,037990;-54,938500;63,660;-9,043400;-54,926400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;42,580;-9,217590;-54,870500;41,700;-9,223880;-54,865500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;35,880;-9,262500;-54,835300;33,450;-9,284080;-54,834100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Decrescente;Terceira faixa;31,180;-9,304160;-54,834800;29,900;-9,315290;-54,838100
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;0,000;-17,519716;-54,739809;8,800;-17,440821;-54,745530
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;0,000;-17,519716;-54,739809;8,800;-17,440821;-54,745530
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;9,600;-17,433748;-54,747000;13,000;-17,404545;-54,756912
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;9,600;-17,433748;-54,747000;13,000;-17,404545;-54,756912
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;13,800;-17,397494;-54,758343;33,400;-17,221202;-54,758762
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;13,800;-17,397494;-54,758343;33,400;-17,221202;-54,758762
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;33,800;-17,217585;-54,758598;47,000;-17,098938;-54,760602
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;33,800;-17,217585;-54,758598;47,000;-17,098938;-54,760602
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;47,400;-17,095353;-54,760465;47,600;-17,093548;-54,760306
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;47,400;-17,095353;-54,760465;47,600;-17,093548;-54,760306
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;48,200;-17,088149;-54,759899;55,800;-17,020116;-54,762003
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;48,200;-17,088149;-54,759899;55,800;-17,020116;-54,762003
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;56,000;-17,018396;-54,761325;66,200;-16,930868;-54,731476
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;56,000;-17,018396;-54,761325;66,200;-16,930868;-54,731476
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;66,600;-16,927434;-54,730316;76,800;-16,839733;-54,700973
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;66,600;-16,927434;-54,730316;76,800;-16,839733;-54,700973
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;77,000;-16,838036;-54,700344;94,000;-16,702225;-54,659286
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;77,000;-16,838036;-54,700344;94,000;-16,702225;-54,659286
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;94,200;-16,700624;-54,660133;101,600;-16,641216;-54,691932
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;94,200;-16,700624;-54,660133;101,600;-16,641216;-54,691932
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;101,800;-16,639613;-54,692794;104,400;-16,617325;-54,699989
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;101,800;-16,639613;-54,692794;104,400;-16,617325;-54,699989
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;104,800;-16,613803;-54,700754;105,000;-16,611986;-54,700675
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;104,800;-16,613803;-54,700754;105,000;-16,611986;-54,700675
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;105,200;-16,610239;-54,700254;107,000;-16,595156;-54,693935
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;105,200;-16,610239;-54,700254;107,000;-16,595156;-54,693935
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;107,400;-16,591808;-54,692532;107,600;-16,590152;-54,691810
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;107,400;-16,591808;-54,692532;107,600;-16,590152;-54,691810
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;107,800;-16,588471;-54,691108;110,600;-16,565134;-54,681054
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;107,800;-16,588471;-54,691108;110,600;-16,565134;-54,681054
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;110,800;-16,563522;-54,680200;111,200;-16,560294;-54,678515
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;110,800;-16,563522;-54,680200;111,200;-16,560294;-54,678515
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;111,600;-16,557076;-54,676798;116,400;-16,518073;-54,657208
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;111,600;-16,557076;-54,676798;116,400;-16,518073;-54,657208
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;116,800;-16,514751;-54,655753;119,900;-16,488500;-54,647521
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;116,800;-16,514751;-54,655753;119,900;-16,488500;-54,647521
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;201,100;-16,487636;-54,647841;202,300;-16,477755;-54,652472
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;201,100;-16,487636;-54,647841;202,300;-16,477755;-54,652472
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;203,300;-16,469501;-54,656271;203,700;-16,466198;-54,657789
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;203,300;-16,469501;-54,656271;203,700;-16,466198;-54,657789
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;204,100;-16,462893;-54,659299;205,900;-16,448138;-54,666349
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;204,100;-16,462893;-54,659299;205,900;-16,448138;-54,666349
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;206,500;-16,444601;-54,670575;209,700;-16,427764;-54,694914
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;206,500;-16,444601;-54,670575;209,700;-16,427764;-54,694914
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;210,100;-16,425636;-54,697938;402,400;-15,649508;-56,000726
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;210,100;-16,425636;-54,697938;402,400;-15,649508;-56,000726
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;434,600;-15,649646;-56,195581;493,600;-15,242649;-56,481687
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;434,800;-15,648239;-56,196723;435,400;-15,643786;-56,199932
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;436,000;-15,639135;-56,202829;440,000;-15,603823;-56,203941
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;440,200;-15,602242;-56,204837;478,800;-15,352416;-56,414637
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;479,400;-15,347370;-56,416725;487,800;-15,277755;-56,442006
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;488,200;-15,274966;-56,444447;491,200;-15,255479;-56,463844
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;491,400;-15,254170;-56,465147;494,400;-15,238843;-56,488036
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;494,000;-15,240740;-56,484857;494,400;-15,238843;-56,488036
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;494,600;-15,237887;-56,489602;495,000;-15,235707;-56,492582
CRO;2016;BR-364/MT;Principal;Crescente;Acostamento;495,400;-15,232892;-56,494898;501,800;-15,181215;-56,521300
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;495,400;-15,232892;-56,494898;497,800;-15,212943;-56,503627
CRO;2016;BR-70/MT;Principal;Decrescente;Acostamento;496,000;-15,649535;-56,000713;497,200;-15,660333;-56,005500
CRO;2016;BR-70/MT;Principal;Crescente;Acostamento;497,800;-15,665306;-56,007766;513,000;-15,705639;-56,123329
CRO;2016;BR-70/MT;Principal;Decrescente;Acostamento;497,800;-15,665306;-56,007766;524,000;-15,649651;-56,195580
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;498,000;-15,211300;-56,504424;501,600;-15,182721;-56,520267
CRO;2016;BR-364/MT;Principal;Decrescente;Acostamento;502,800;-15,173104;-56,524927;503,000;-15,171290;-56,524823
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;507,100;-14,528352;-56,226822;516,000;-14,475791;-56,164218
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;507,100;-14,528352;-56,226822;516,000;-14,475791;-56,164218
CRO;2016;BR-70/MT;Principal;Crescente;Acostamento;513,200;-15,705639;-56,123329;524,000;-15,649651;-56,195580
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;517,000;-14,469870;-56,157232;519,000;-14,458016;-56,143221
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;517,000;-14,469870;-56,157232;519,000;-14,458016;-56,143221
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;519,400;-14,455689;-56,140440;523,400;-14,429786;-56,114899
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;519,400;-14,455689;-56,140440;523,400;-14,429786;-56,114899
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;524,200;-14,422720;-56,113323;530,800;-14,371661;-56,132705
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;524,200;-14,422720;-56,113323;530,800;-14,371661;-56,132705
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;531,000;-14,370331;-56,133986;533,800;-14,352255;-56,150560
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;531,000;-14,370331;-56,133986;533,800;-14,352255;-56,150560
CRO;2016;BR-163/MT;Principal;Crescente;Acostamento;535,800;-14,334789;-56,145935;538,800;-14,308493;-56,139076
CRO;2016;BR-163/MT;Principal;Decrescente;Acostamento;535,800;-14,334789;-56,145935;538,800;-14,308493;-56,139076
