concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_pavimento;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;331,902;-22,500728;-44,634928;332,896;-22,496768;-44,643693
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;332,897;-22,496768;-44,643693;333,895;-22,492267;-44,652005
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;333,896;-22,492267;-44,652005;334,887;-22,495832;-44,660179
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;334,888;-22,495832;-44,660179;335,883;-22,501302;-44,667668
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;0,000;-24,044446;-54,272259;28,178;-23,865402;-54,329586
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;28,179;-23,865392;-54,329573;28,248;-23,864861;-54,329944
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;28,249;-23,864861;-54,329944;113,221;-23,167874;-54,198953
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;113,222;-23,167874;-54,198953;113,291;-23,167249;-54,198906
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;113,292;-23,167249;-54,198906;227,868;-22,476199;-54,861084
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;227,869;-22,476199;-54,861084;227,938;-22,475702;-54,860654
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;227,939;-22,475702;-54,860654;313,423;-21,865357;-54,528375
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;313,424;-21,865357;-54,528375;313,493;-21,864756;-54,528603
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;313,494;-21,864756;-54,528603;432,079;-20,883140;-54,504576
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;432,080;-20,883140;-54,504576;432,149;-20,882508;-54,504660
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;432,150;-20,882508;-54,504660;533,793;-20,041116;-54,412852
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;533,794;-20,041116;-54,412852;533,863;-20,040497;-54,412656
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;533,864;-20,040497;-54,412656;603,377;-19,473572;-54,496725
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;603,378;-19,473572;-54,496725;603,447;-19,473084;-54,497154
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;603,448;-19,473084;-54,497154;703,358;-18,723058;-54,815086
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;703,359;-18,723058;-54,815086;703,427;-18,722417;-54,815009
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;703,428;-18,722417;-54,815009;817,972;-17,765521;-54,751005
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Rígido;817,973;-17,765521;-54,751005;818,043;-17,764888;-54,751087
MSVIA;2014;BR-163/MS;Principal;Crescente;Pavimento Flexível;818,044;-17,764888;-54,751087;845,340;-17,521119;-54,739843
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;28,178;-23,865402;-54,329586;0,000;-24,044446;-54,272259
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;28,248;-23,864861;-54,329944;28,179;-23,865392;-54,329573
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;113,221;-23,167874;-54,198953;28,249;-23,864861;-54,329944
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;113,291;-23,167249;-54,198906;113,222;-23,167874;-54,198953
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;227,868;-22,476199;-54,861084;113,292;-23,167249;-54,198906
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;227,938;-22,475702;-54,860654;227,869;-22,476199;-54,861084
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;313,423;-21,865357;-54,528375;227,939;-22,475702;-54,860654
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;313,493;-21,864756;-54,528603;313,424;-21,865357;-54,528375
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;432,079;-20,883140;-54,504576;313,494;-21,864756;-54,528603
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;432,149;-20,882508;-54,504660;432,080;-20,883140;-54,504576
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;533,793;-20,041116;-54,412852;432,150;-20,882508;-54,504660
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;533,863;-20,040497;-54,412656;533,794;-20,041116;-54,412852
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;603,377;-19,473572;-54,496725;533,864;-20,040497;-54,412656
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;603,447;-19,473084;-54,497154;603,378;-19,473572;-54,496725
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;703,358;-18,723058;-54,815086;603,448;-19,473084;-54,497154
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;703,427;-18,722417;-54,815009;703,359;-18,723058;-54,815086
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;817,972;-17,765521;-54,751005;703,428;-18,722417;-54,815009
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Rígido;818,043;-17,764888;-54,751087;817,973;-17,765521;-54,751005
MSVIA;2014;BR-163/MS;Principal;Decrescente;Pavimento Flexível;845,340;-17,521119;-54,739843;818,044;-17,764888;-54,751087
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,122383;-43,232273;3,250;-22,103002;-43,213791
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Flexível;101,900;-21,874067;-42,667611;125,713;-21,962207;-42,861532
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Rígido;125,714;-21,962207;-42,861532;125,758;-21,962422;-42,861857
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Flexível;125,759;-21,962422;-42,861857;166,600;-22,125973;-43,154178
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Flexível;167,400;-22,120885;-43,162194;195,252;-22,208856;-43,381964
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Rígido;195,253;-22,208856;-43,381964;195,297;-22,209038;-43,382348
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Flexível;195,298;-22,209038;-43,382348;265,187;-22,485597;-43,918930
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Rígido;265,188;-22,485597;-43,918930;265,232;-22,485296;-43,919215
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Crescente;Pavimento Flexível;265,233;-22,485296;-43,919215;286,400;-22,509609;-44,082038
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Principal;Decrescente;Pavimento Flexível;3,250;-22,103002;-43,213791;0,000;-22,122383;-43,232273
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Flexível;125,713;-21,962207;-42,861532;101,900;-21,874067;-42,667611
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Rígido;125,758;-21,962422;-42,861857;125,714;-21,962207;-42,861532
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Flexível;166,600;-22,125973;-43,154178;125,759;-21,962422;-42,861857
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Rígido;195,297;-22,209038;-43,382348;167,400;-22,120885;-43,162194
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Flexível;265,187;-22,485597;-43,918930;195,298;-22,209038;-43,382348
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Rígido;265,232;-22,485296;-43,919215;265,188;-22,485597;-43,918930
RODOVIA DO AÇO;2016;BR-393/RJ;Principal;Decrescente;Pavimento Flexível;286,400;-22,509609;-44,082038;265,233;-22,485296;-43,919215
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;0,000;-20,306789;-49,207729;2,150;-20,324895;-49,211701
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;2,151;-20,324905;-49,211711;2,165;-20,324991;-49,211725
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;2,166;-20,325001;-49,211735;35,770;-20,589359;-49,318190
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;35,771;-20,589369;-49,318200;35,840;-20,589955;-49,318010
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;35,841;-20,589965;-49,318020;59,670;-20,794294;-49,354667
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;59,671;-20,794304;-49,354677;59,730;-20,794762;-49,354716
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;59,731;-20,794772;-49,354726;60,560;-20,802290;-49,355641
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;60,561;-20,802300;-49,355651;60,625;-20,802874;-49,355700
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;60,626;-20,802884;-49,355710;61,590;-20,808897;-49,356347
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;61,591;-20,808907;-49,356357;61,605;-20,809033;-49,356375
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;61,606;-20,809043;-49,356385;65,685;-20,841915;-49,370486
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;65,686;-20,841925;-49,370496;65,710;-20,842087;-49,370633
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;65,711;-20,842097;-49,370643;91,400;-20,963348;-49,570216
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;91,401;-20,963358;-49,570226;91,415;-20,963364;-49,570370
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;91,416;-20,963374;-49,570380;98,840;-20,997390;-49,627802
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;98,841;-20,997400;-49,627812;98,900;-20,997854;-49,628187
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;98,901;-20,997864;-49,628197;111,815;-21,101083;-49,680931
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;111,816;-21,101093;-49,680941;111,830;-21,101188;-49,681000
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;111,831;-21,101198;-49,681010;136,380;-21,292604;-49,792787
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;136,381;-21,292614;-49,792797;136,700;-21,295427;-49,793103
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;136,701;-21,295437;-49,793113;136,735;-21,295787;-49,793123
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;136,736;-21,295797;-49,793133;136,860;-21,296877;-49,793212
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;136,861;-21,296887;-49,793222;183,800;-21,711041;-49,808065
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;183,801;-21,711051;-49,808075;183,860;-21,711385;-49,808634
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;183,861;-21,711395;-49,808644;215,670;-21,955894;-49,922629
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;215,671;-21,955904;-49,922639;215,720;-21,956339;-49,922618
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;215,721;-21,956349;-49,922618;230,200;-22,085863;-49,901216
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;255,400;-22,231751;-49,918615;268,240;-22,336044;-49,898840
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Rígido;268,241;-22,336054;-49,898850;268,310;-22,336651;-49,898869
TRANSBRASILIANA;2015;BR-153/SP;Principal;Crescente;Pavimento Flexível;268,311;-22,336661;-49,898879;347,700;-22,996247;-49,905195
TRANSBRASILIANA;2015;Variante/SP;Principal;Crescente;Pavimento Flexível;336,000;-22,910386;-49,889581;338,100;-22,927377;-49,890597
TRANSBRASILIANA;2015;Variante/SP;Principal;Decrescente;Pavimento Flexível;338,100;-22,927377;-49,890597;336,000;-22,910386;-49,889581
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;347,700;-22,996247;-49,905195;268,311;-22,336751;-49,898969
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;268,310;-22,336651;-49,898869;268,241;-22,336144;-49,898940
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;268,240;-22,336044;-49,898840;255,400;-22,231751;-49,918615
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;230,200;-22,085863;-49,901216;215,721;-21,956439;-49,922718
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;215,720;-21,956339;-49,922618;215,671;-21,955994;-49,922729
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;215,670;-21,955894;-49,922629;183,861;-21,711485;-49,808734
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;183,860;-21,711385;-49,808634;183,801;-21,711141;-49,808165
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;183,800;-21,711041;-49,808065;136,861;-21,296977;-49,793312
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;136,860;-21,296877;-49,793212;136,736;-21,295887;-49,793223
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;136,735;-21,295787;-49,793123;136,701;-21,295527;-49,793203
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;136,700;-21,295427;-49,793103;136,381;-21,292704;-49,792887
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;136,380;-21,292604;-49,792787;111,831;-21,101288;-49,681100
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;111,830;-21,101188;-49,681000;111,816;-21,101183;-49,681031
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;111,815;-21,101083;-49,680931;98,901;-20,997954;-49,628287
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;98,900;-20,997854;-49,628187;98,841;-20,997490;-49,627902
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;98,840;-20,997390;-49,627802;91,416;-20,963464;-49,570470
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;91,415;-20,963364;-49,570370;91,401;-20,963448;-49,570316
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;91,400;-20,963348;-49,570216;65,711;-20,842187;-49,370733
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;65,710;-20,842087;-49,370633;65,686;-20,842015;-49,370586
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;65,685;-20,841915;-49,370486;61,606;-20,809133;-49,356475
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;61,605;-20,809033;-49,356375;61,591;-20,808997;-49,356447
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;61,590;-20,808897;-49,356347;60,626;-20,802974;-49,355800
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;60,625;-20,802874;-49,355700;60,561;-20,802390;-49,355741
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;60,560;-20,802290;-49,355641;59,731;-20,794862;-49,354816
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;59,730;-20,794762;-49,354716;59,671;-20,794394;-49,354767
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;59,670;-20,794294;-49,354667;35,841;-20,590055;-49,318110
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;35,840;-20,589955;-49,318010;35,771;-20,589459;-49,318290
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;35,770;-20,589359;-49,318190;2,166;-20,325091;-49,211825
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Rígido;2,165;-20,324991;-49,211725;2,151;-20,324995;-49,211801
TRANSBRASILIANA;2015;BR-153/SP;Principal;Decrescente;Pavimento Flexível;2,150;-20,324895;-49,211701;0,000;-20,306789;-49,207729
VIA 040;2010;BR-40/DF;Principal;Crescente;Pavimento Flexível;0,000;-15,976935;-47,990038;8,400;-15,976935;-47,990038
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;0,000;-16,051171;-47,981581;24,541;-16,249326;-47,903581
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;24,542;-16,249326;-47,903581;24,907;-16,252154;-47,901473
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;24,908;-16,252154;-47,901473;40,160;-16,362026;-47,831031
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;40,161;-16,362026;-47,831031;51,648;-16,456481;-47,807679
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;51,649;-16,456481;-47,807679;58,090;-16,512093;-47,810121
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;58,091;-16,512093;-47,810121;69,486;-16,600971;-47,772732
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;69,487;-16,600971;-47,772732;74,356;-16,630421;-47,739349
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;74,357;-16,630421;-47,739349;79,102;-16,664280;-47,719553
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;79,103;-16,664280;-47,719553;86,543;-16,712222;-47,673214
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;86,544;-16,712222;-47,673214;105,298;-16,824434;-47,548626
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;105,299;-16,824434;-47,548626;129,662;-16,906642;-47,351187
VIA 040;2010;BR-40/GO;Principal;Crescente;Pavimento Flexível;129,663;-16,906642;-47,351187;156,700;-17,034681;-47,162636
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;0,000;-17,034534;-47,160908;39,901;-17,210701;-46,883126
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;39,902;-17,210701;-46,883126;144,832;-17,755360;-46,164341
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;144,833;-17,755360;-46,164341;160,213;-17,881369;-46,126294
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;160,214;-17,881369;-46,126294;172,692;-17,945394;-46,036615
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;172,693;-17,945394;-46,036615;286,000;-18,250514;-45,164088
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;286,001;-18,250514;-45,164088;361,000;-18,757960;-44,844080
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;361,001;-18,757960;-44,844080;413,800;-19,138434;-44,614876
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;413,801;-19,138434;-44,614876;422,974;-19,153688;-44,537555
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;422,975;-19,153688;-44,537555;443,000;-19,283955;-44,416749
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;443,001;-19,283955;-44,416749;445,000;-19,289350;-44,400461
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;445,001;-19,289350;-44,400461;473,100;-19,488765;-44,280522
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;473,101;-19,488765;-44,280522;508,900;-19,766500;-44,129671
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;508,901;-19,766500;-44,129671;525,200;-19,884842;-44,050391
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;525,201;-19,884842;-44,050391;532,900;-19,926440;-44,007048
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;532,901;-19,926440;-44,007048;543,500;-19,996815;-43,961847
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;543,501;-19,996815;-43,961847;563,600;-20,161490;-43,964816
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;563,601;-20,161490;-43,964816;597,157;-20,418577;-43,885076
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;597,158;-20,418577;-43,885076;597,786;-20,421561;-43,879961
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;597,787;-20,421561;-43,879961;645,000;-20,784415;-43,811314
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;645,001;-20,784415;-43,811314;698,814;-21,196462;-43,749235
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;698,815;-21,196462;-43,749235;738,500;-21,420922;-43,559082
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;738,501;-21,420922;-43,559082;772,898;-21,642322;-43,436596
VIA 040;2010;BR-40/MG;Principal;Crescente;Pavimento Flexível;772,899;-21,642322;-43,436596;773,500;-21,644494;-43,436216
VIA 040;2010;BR-40/DF;Principal;Decrescente;Pavimento Flexível;8,400;-15,976935;-47,990038;0,000;-15,976935;-47,990038
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;24,541;-16,249326;-47,903581;0,000;-16,051171;-47,981581
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;24,907;-16,252154;-47,901473;24,542;-16,249326;-47,903581
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;40,160;-16,362026;-47,831031;24,908;-16,252154;-47,901473
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;51,648;-16,456481;-47,807679;40,161;-16,362026;-47,831031
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;58,090;-16,512093;-47,810121;51,649;-16,456481;-47,807679
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;69,486;-16,600971;-47,772732;58,091;-16,512093;-47,810121
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;74,356;-16,630421;-47,739349;69,487;-16,600971;-47,772732
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;79,102;-16,664280;-47,719553;74,357;-16,630421;-47,739349
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;86,543;-16,712222;-47,673214;79,103;-16,664280;-47,719553
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;105,298;-16,824434;-47,548626;86,544;-16,712222;-47,673214
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;129,662;-16,906642;-47,351187;105,299;-16,824434;-47,548626
VIA 040;2010;BR-40/GO;Principal;Decrescente;Pavimento Flexível;156,700;-17,034681;-47,162636;129,663;-16,906642;-47,351187
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;39,901;-17,210701;-46,883126;0,000;-17,034534;-47,160908
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;144,832;-17,755360;-46,164341;39,902;-17,210701;-46,883126
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;160,213;-17,881369;-46,126294;144,833;-17,755360;-46,164341
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;172,692;-17,945394;-46,036615;160,214;-17,881369;-46,126294
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;286,000;-18,250514;-45,164088;172,693;-17,945394;-46,036615
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;361,000;-18,757960;-44,844080;286,001;-18,250514;-45,164088
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;413,800;-19,138434;-44,614876;361,001;-18,757960;-44,844080
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;422,974;-19,153688;-44,537555;413,801;-19,138434;-44,614876
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;443,000;-19,283955;-44,416749;422,975;-19,153688;-44,537555
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;445,000;-19,289350;-44,400461;443,001;-19,283955;-44,416749
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;473,100;-19,488765;-44,280522;445,001;-19,289350;-44,400461
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;508,900;-19,766500;-44,129671;473,101;-19,488765;-44,280522
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;525,200;-19,884842;-44,050391;508,901;-19,766500;-44,129671
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;532,900;-19,926440;-44,007048;525,201;-19,884842;-44,050391
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;543,500;-19,996815;-43,961847;532,901;-19,926440;-44,007048
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;563,600;-20,161490;-43,964816;543,501;-19,996815;-43,961847
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;597,157;-20,418577;-43,885076;563,601;-20,161490;-43,964816
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;597,786;-20,421561;-43,879961;597,158;-20,418577;-43,885076
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;645,000;-20,784415;-43,811314;597,787;-20,421561;-43,879961
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;698,814;-21,196462;-43,749235;645,001;-20,784415;-43,811314
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;738,500;-21,420922;-43,559082;698,815;-21,196462;-43,749235
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;772,898;-21,642322;-43,436596;738,501;-21,420922;-43,559082
VIA 040;2010;BR-40/MG;Principal;Decrescente;Pavimento Flexível;773,500;-21,644494;-43,436216;772,899;-21,642322;-43,436596
